,Ship Mode,Segment,Category,Sub-Category,State,City,New Price,Quantity,Discount,New Discount Price,NEW PROFIT,New Profit per quantity
914,First Class,Consumer,Office Supplies,Binders,Ohio,Dublin,186.4566,2,0.05,9.322830000000002,170.67717,85.338585
915,First Class,Consumer,Technology,Phones,Ohio,Dublin,372.69079999999997,4,0.05,18.634539999999998,161.36545999999998,40.341364999999996
916,Standard Class,Consumer,Office Supplies,Binders,Ohio,Bowling Green,189.6252,3,0.05,9.48126,170.51874,56.839580000000005
917,Standard Class,Consumer,Office Supplies,Storage,Tennessee,Memphis,478.80199999999996,5,0.05,23.9401,156.0599,31.21198
918,Standard Class,Corporate,Technology,Phones,Pennsylvania,Lancaster,284.986,2,0.05,14.2493,165.7507,82.87535
919,Standard Class,Consumer,Office Supplies,Appliances,Texas,Houston,245.036,5,0.05,12.251800000000001,167.7482,33.54964
920,Standard Class,Consumer,Office Supplies,Storage,Texas,Houston,240.40980000000002,3,0.05,12.020490000000002,167.97951,55.99317
921,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,183.1482,1,0.05,9.15741,170.84259,170.84259
922,First Class,Consumer,Office Supplies,Binders,Florida,Pensacola,183.69,3,0.05,9.1845,170.8155,56.9385
923,First Class,Consumer,Furniture,Chairs,Ohio,Parma,371.23080000000004,2,0.05,18.561540000000004,161.43846000000002,80.71923000000001
924,Standard Class,Consumer,Office Supplies,Binders,Oregon,Gresham,224.79840000000002,8,0.05,11.239920000000001,168.76008,21.09501
925,Second Class,Corporate,Furniture,Chairs,Texas,Houston,873.3168,3,0.05,43.66584,136.33416,45.44472
926,Second Class,Consumer,Office Supplies,Binders,Ohio,Fairfield,200.4672,8,0.05,10.02336,169.97664,21.24708
927,Second Class,Consumer,Technology,Phones,Ohio,Fairfield,191.6654,2,0.05,9.58327,170.41673,85.208365
928,Standard Class,Consumer,Office Supplies,Binders,Tennessee,Johnson City,190.547,5,0.05,9.52735,170.47265,34.09453
929,Standard Class,Consumer,Office Supplies,Binders,Tennessee,Johnson City,184.3472,2,0.05,9.21736,170.78264000000001,85.39132000000001
930,Second Class,Consumer,Furniture,Chairs,Texas,League City,466.7226,3,0.05,23.33613,156.66387,52.22129
931,Standard Class,Consumer,Office Supplies,Binders,Illinois,Chicago,186.1992,2,0.05,9.30996,170.69004,85.34502
932,Standard Class,Consumer,Furniture,Tables,Illinois,Chicago,338.8185,1,0.05,16.940925,163.05907499999998,163.05907499999998
933,Standard Class,Consumer,Office Supplies,Binders,Colorado,Aurora,181.872,2,0.05,9.0936,170.9064,85.4532
934,Standard Class,Consumer,Office Supplies,Binders,Texas,Carrollton,186.908,2,0.05,9.3454,170.6546,85.3273
935,Second Class,Consumer,Office Supplies,Binders,Florida,Fort Lauderdale,192.94,4,0.05,9.647,170.353,42.58825
936,First Class,Corporate,Furniture,Chairs,Florida,Jacksonville,416.58180000000004,2,0.05,20.829090000000004,159.17091000000002,79.58545500000001
937,Second Class,Corporate,Office Supplies,Appliances,Illinois,Chicago,196.1172,2,0.05,9.805860000000001,170.19414,85.09707
938,Second Class,Corporate,Technology,Accessories,Illinois,Chicago,200.468,4,0.05,10.0234,169.9766,42.49415
939,Standard Class,Home Office,Office Supplies,Binders,Colorado,Colorado Springs,185.2836,2,0.05,9.264180000000001,170.73582,85.36791
940,Standard Class,Corporate,Office Supplies,Binders,Illinois,Chicago,5819.4745,5,0.05,290.973725,709.0262749999999,141.805255
941,Standard Class,Corporate,Office Supplies,Binders,North Carolina,Raleigh,203.1292,4,0.05,10.156460000000001,169.84354,42.460885
942,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,196.5048,1,0.05,9.82524,170.17476,170.17476
943,Standard Class,Corporate,Technology,Phones,Pennsylvania,Philadelphia,1523.958,6,0.05,76.1979,523.8021000000001,87.30035000000002
944,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,188.8614,3,0.05,9.44307,170.55693,56.852309999999996
945,First Class,Corporate,Furniture,Bookcases,Arizona,Phoenix,1166.9433,7,0.05,58.347165,541.6528349999999,77.3789764285714
946,Standard Class,Home Office,Office Supplies,Binders,Ohio,Cleveland,236.55,3,0.05,11.8275,168.1725,56.057500000000005
947,Standard Class,Home Office,Technology,Phones,Ohio,Cleveland,443.20500000000004,6,0.05,22.160250000000005,157.83974999999998,26.306624999999997
948,Standard Class,Consumer,Technology,Phones,Ohio,Toledo,2352.772,4,0.05,117.6386,482.3614,120.59035
949,First Class,Corporate,Furniture,Tables,Delaware,Wilmington,416.9484,4,0.05,20.84742,159.15258,39.788145
950,Standard Class,Consumer,Office Supplies,Binders,Illinois,Chicago,201.9618,7,0.05,10.098090000000001,169.90191,24.271701428571426
951,Second Class,Consumer,Furniture,Bookcases,Texas,Dallas,2389.938,9,0.05,119.49690000000001,480.5031,53.38923333333334
952,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,363.051,9,0.05,18.15255,161.84745,17.983050000000002
953,Standard Class,Consumer,Furniture,Tables,North Carolina,Burlington,3434.9654,7,0.05,171.74827000000002,828.25173,118.3216757142857
954,Second Class,Consumer,Furniture,Tables,Texas,Houston,1019.77,5,0.05,50.9885,129.0115,25.802300000000002
955,Second Class,Consumer,Furniture,Tables,Texas,Houston,1133.541,2,0.05,56.67705,543.32295,271.661475
956,Standard Class,Consumer,Furniture,Bookcases,California,San Francisco,569.1048000000001,3,0.05,28.455240000000003,151.54476000000005,50.51492000000002
957,Standard Class,Home Office,Office Supplies,Binders,Texas,Dallas,195.3488,2,0.05,9.76744,170.23256,85.11628
958,Standard Class,Corporate,Technology,Phones,Pennsylvania,Philadelphia,739.3896,7,0.05,36.96948,143.03052,20.43293142857143
959,Standard Class,Corporate,Technology,Accessories,Pennsylvania,Philadelphia,191.601,1,0.05,9.58005,170.41995,170.41995
960,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,184.3452,3,0.05,9.217260000000001,170.78274,56.92758
961,Standard Class,Consumer,Office Supplies,Fasteners,Colorado,Loveland,183.6288,3,0.05,9.18144,170.81856,56.939519999999995
962,Standard Class,Consumer,Office Supplies,Appliances,Illinois,Chicago,225.552,4,0.05,11.2776,168.7224,42.1806
963,Standard Class,Consumer,Furniture,Tables,Illinois,Chicago,935.322,5,0.05,46.7661,553.2339,110.64677999999999
964,Standard Class,Consumer,Technology,Phones,Illinois,Chicago,222.048,4,0.05,11.102400000000001,168.8976,42.2244
965,Standard Class,Consumer,Furniture,Furnishings,Illinois,Chicago,195.6252,3,0.05,9.781260000000001,170.21874,56.73958
966,Standard Class,Consumer,Office Supplies,Binders,Illinois,Chicago,192.65,2,0.05,9.6325,170.3675,85.18375
967,Standard Class,Consumer,Office Supplies,Storage,Illinois,Chicago,223.5204,2,0.05,11.176020000000001,168.82398,84.41199
968,Standard Class,Corporate,Office Supplies,Storage,Pennsylvania,Philadelphia,401.95799999999997,6,0.05,20.0979,159.90209999999996,26.650349999999992
969,Same Day,Consumer,Furniture,Furnishings,Illinois,Chicago,204.9318,9,0.05,10.246590000000001,169.75341,18.86149
970,Standard Class,Consumer,Office Supplies,Storage,New York,New York City,215.48,1,0.05,10.774000000000001,169.226,169.226
971,Same Day,Consumer,Furniture,Tables,New York,New York City,1172.6268,9,0.05,58.63134,541.36866,60.152073333333334
972,Second Class,Home Office,Furniture,Chairs,Illinois,Chicago,1347.9048,3,0.05,67.39524,532.6047599999999,177.53491999999997
973,Second Class,Home Office,Furniture,Furnishings,Illinois,Chicago,204.53640000000001,2,0.05,10.226820000000002,169.77318,84.88659
974,Second Class,Corporate,Technology,Phones,Arizona,Peoria,263.323,2,0.05,13.16615,166.83385,83.416925
975,Standard Class,Consumer,Furniture,Chairs,California,Pasadena,367.3872,3,0.05,18.36936,161.63064,53.87688
976,Standard Class,Consumer,Office Supplies,Binders,Texas,Waco,185.5944,2,0.05,9.279720000000001,170.72028,85.36014
977,Standard Class,Consumer,Furniture,Bookcases,Texas,Waco,600.1578,3,0.05,30.00789,149.99210999999994,49.99736999999998
978,Standard Class,Consumer,Office Supplies,Storage,Florida,Jacksonville,2739.438,6,0.05,136.9719,463.0281,77.17135
979,Standard Class,Home Office,Technology,Phones,Pennsylvania,Philadelphia,1510.9816,8,0.05,75.54908,524.4509200000001,65.55636500000001
980,Standard Class,Consumer,Technology,Accessories,Texas,Pasadena,375.2442,6,0.05,18.76221,161.23778999999996,26.872964999999994
981,Standard Class,Consumer,Office Supplies,Supplies,Texas,Round Rock,5716.0864,3,0.05,285.80432,714.19568,238.0652266666667
982,Standard Class,Consumer,Furniture,Bookcases,New York,New York City,577.7640000000001,2,0.05,28.88820000000001,151.11180000000004,75.55590000000002
983,Standard Class,Corporate,Office Supplies,Binders,Texas,Carrollton,188.9586,3,0.05,9.44793,170.55207000000001,56.85069000000001
984,Standard Class,Consumer,Office Supplies,Appliances,Illinois,Frankfort,253.7264,8,0.05,12.686320000000002,167.31368,20.91421
985,Second Class,Corporate,Furniture,Chairs,Pennsylvania,Bethlehem,286.47,2,0.05,14.323500000000003,165.6765,82.83825
986,Second Class,Corporate,Furniture,Furnishings,Pennsylvania,Bethlehem,219.02280000000002,2,0.05,10.951140000000002,169.04886,84.52443
987,First Class,Home Office,Office Supplies,Binders,Texas,Houston,187.738,2,0.05,9.3869,170.6131,85.30655
988,First Class,Home Office,Furniture,Tables,Texas,Houston,403.743,1,0.05,20.187150000000003,159.81285,159.81285
989,First Class,Home Office,Technology,Accessories,Texas,Houston,229.606,4,0.05,11.4803,168.5197,42.129925
990,Same Day,Corporate,Furniture,Tables,California,Los Angeles,594.6596999999999,7,0.05,29.732985,150.26701499999996,21.466716428571424
991,First Class,Home Office,Office Supplies,Binders,Florida,Miami,186.3648,4,0.05,9.318240000000001,170.68176,42.67044
992,Standard Class,Home Office,Furniture,Chairs,Texas,Odessa,529.8335999999999,6,0.05,26.49168,153.50831999999994,25.58471999999999
993,Standard Class,Corporate,Office Supplies,Storage,Washington,Seattle,195.84,3,0.05,9.792000000000002,170.208,56.736
994,First Class,Consumer,Office Supplies,Binders,Colorado,Louisville,196.8752,8,0.05,9.843760000000001,170.15624,21.26953
995,First Class,Consumer,Furniture,Bookcases,Colorado,Louisville,842.9757,3,0.05,42.148785000000004,557.851215,185.95040500000002
996,Standard Class,Consumer,Furniture,Chairs,Texas,Houston,1160.51,5,0.05,58.0255,121.9745,24.3949
997,Standard Class,Consumer,Furniture,Tables,Ohio,Medina,247.0644,1,0.05,12.35322,167.64678,167.64678
998,Standard Class,Consumer,Furniture,Chairs,Illinois,Decatur,218.3616,2,0.05,10.918080000000002,169.08192,84.54096
999,First Class,Home Office,Furniture,Furnishings,Texas,Garland,196.02,2,0.05,9.801000000000002,170.199,85.0995
1000,First Class,Consumer,Furniture,Chairs,Texas,Houston,417.4578,3,0.05,20.87289,159.12711000000002,53.042370000000005
1001,First Class,Consumer,Office Supplies,Binders,Texas,Houston,4812.97,6,0.05,240.6485,759.3515,126.55858333333333
1002,First Class,Home Office,Office Supplies,Binders,Tennessee,Knoxville,229.248,3,0.05,11.4624,168.5376,56.1792
1003,First Class,Home Office,Furniture,Tables,Tennessee,Knoxville,4316.8996,7,0.05,215.84498,784.15502,112.02214571428571
1004,First Class,Home Office,Office Supplies,Binders,Tennessee,Knoxville,240.4836,4,0.05,12.024180000000001,167.97582,41.993955
1005,Standard Class,Corporate,Furniture,Bookcases,North Carolina,Fayetteville,410.49120000000005,8,0.05,20.524560000000005,159.47544000000002,19.934430000000003
1006,Standard Class,Corporate,Furniture,Tables,Texas,Houston,596.8332,7,0.05,29.841660000000005,150.15834000000007,21.451191428571438
1007,First Class,Corporate,Office Supplies,Storage,Pennsylvania,Philadelphia,382.96479999999997,4,0.05,19.148239999999998,160.85175999999998,40.212939999999996
1008,Standard Class,Corporate,Office Supplies,Binders,Ohio,Lancaster,184.9419,3,0.05,9.247095,170.752905,56.917635
1009,Standard Class,Consumer,Office Supplies,Appliances,Illinois,Chicago,870.7511999999999,6,0.05,43.53756,556.46244,92.74374
1010,Standard Class,Consumer,Technology,Phones,Illinois,Chicago,228.9804,2,0.05,11.44902,168.55098,84.27549
1011,Second Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,521.6180999999999,3,0.05,26.080904999999998,153.91909499999994,51.30636499999998
1012,Standard Class,Home Office,Office Supplies,Binders,Ohio,Lakewood,191.18880000000001,4,0.05,9.55944,170.44056,42.61014
1013,First Class,Corporate,Office Supplies,Binders,Florida,Palm Coast,196.677,5,0.05,9.83385,170.16615,34.033229999999996
1014,Standard Class,Corporate,Office Supplies,Storage,North Carolina,Asheville,200.1366,1,0.05,10.00683,169.99317,169.99317
1015,First Class,Consumer,Office Supplies,Binders,Arizona,Scottsdale,236.05599999999998,10,0.05,11.8028,168.1972,16.81972
1016,First Class,Consumer,Furniture,Bookcases,Arizona,Scottsdale,1102.067,5,0.05,55.103350000000006,544.89665,108.97933
1017,Standard Class,Consumer,Office Supplies,Storage,Colorado,Parker,275.8636,2,0.05,13.793180000000001,166.20682,83.10341
1018,Standard Class,Consumer,Furniture,Bookcases,Colorado,Parker,885.6504,7,0.05,44.282520000000005,555.71748,79.38821142857144
1019,Standard Class,Corporate,Office Supplies,Binders,Florida,Miami,183.1773,1,0.05,9.158865,170.841135,170.841135
1020,Standard Class,Consumer,Furniture,Chairs,Florida,Miami,667.2456,4,0.05,33.36228,146.63772,36.65943
1021,Standard Class,Home Office,Office Supplies,Binders,Texas,San Antonio,189.878,4,0.05,9.4939,170.5061,42.626525
1022,Second Class,Corporate,Technology,Phones,Florida,Jacksonville,209.6703,3,0.05,10.483515,169.516485,56.505494999999996
1023,Second Class,Corporate,Furniture,Chairs,Florida,Jacksonville,417.4578,3,0.05,20.87289,159.12711000000002,53.042370000000005
1024,Same Day,Home Office,Furniture,Bookcases,California,San Francisco,596.1712,4,0.05,29.80856,150.19144,37.54786
1025,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,193.7808,4,0.05,9.68904,170.31096,42.57774
1026,Standard Class,Corporate,Technology,Phones,Pennsylvania,Philadelphia,1645.3600000000001,4,0.05,82.26800000000001,517.732,129.433
1027,Standard Class,Corporate,Furniture,Chairs,Pennsylvania,Philadelphia,430.244,10,0.05,21.512200000000004,158.48780000000002,15.848780000000001
1028,Standard Class,Corporate,Technology,Accessories,Pennsylvania,Philadelphia,464.76439999999997,4,0.05,23.23822,156.76178,39.190445
1029,Standard Class,Consumer,Furniture,Chairs,Illinois,Chicago,416.5818,2,0.05,20.82909,159.17091,79.585455
1030,Standard Class,Consumer,Office Supplies,Binders,Illinois,Chicago,184.2188,2,0.05,9.210939999999999,170.78906,85.39453
1031,Standard Class,Corporate,Furniture,Tables,Arizona,Tucson,1274.8355999999999,6,0.05,63.74178,536.2582199999999,89.37637
1032,Standard Class,Corporate,Office Supplies,Binders,Arizona,Tucson,198.096,6,0.05,9.904800000000002,170.0952,28.3492
1033,Standard Class,Corporate,Office Supplies,Binders,Arizona,Tucson,189.3852,2,0.05,9.46926,170.53074,85.26537
1034,Standard Class,Corporate,Office Supplies,Supplies,Texas,Houston,199.779,6,0.05,9.98895,170.01105,28.335175000000003
1035,Standard Class,Corporate,Furniture,Bookcases,Texas,Houston,260.9919,1,0.05,13.049595,166.950405,166.950405
1036,Same Day,Home Office,Furniture,Chairs,Illinois,Chicago,272.3328,1,0.05,13.616640000000002,166.38336000000004,166.38336000000004
1037,Same Day,Home Office,Technology,Phones,Illinois,Chicago,221.6615,1,0.05,11.083075000000001,168.916925,168.916925
1038,Standard Class,Corporate,Office Supplies,Binders,Ohio,Columbus,233.892,4,0.05,11.694600000000001,168.3054,42.07635
1039,Standard Class,Corporate,Technology,Phones,Ohio,Columbus,225.9225,1,0.05,11.296125000000002,168.703875,168.703875
1040,Standard Class,Corporate,Technology,Phones,Ohio,Columbus,404.925,2,0.05,20.246250000000003,159.75375,79.876875
1041,Second Class,Consumer,Furniture,Chairs,California,Los Angeles,439.16499999999996,5,0.05,21.95825,158.04175,31.60835
1042,Standard Class,Consumer,Office Supplies,Binders,Ohio,Cleveland,285.84630000000004,7,0.05,14.292315000000002,165.70768500000003,23.672526428571434
1043,Same Day,Consumer,Technology,Accessories,Ohio,Columbus,326.0502,3,0.05,16.30251,163.69749000000002,54.565830000000005
1044,Standard Class,Corporate,Furniture,Chairs,North Carolina,Greensboro,289.4611,1,0.05,14.473055,165.52694499999998,165.52694499999998
1045,First Class,Consumer,Technology,Accessories,Ohio,Cincinnati,237.68099999999998,3,0.05,11.88405,168.11595,56.03865
1046,Standard Class,Corporate,Furniture,Chairs,Florida,Miami,467.2296,3,0.05,23.36148,156.63852,52.21284
1047,Second Class,Home Office,Furniture,Tables,Pennsylvania,Philadelphia,1754.9969999999998,9,0.05,87.74985,512.25015,56.91668333333333
1048,Second Class,Corporate,Office Supplies,Storage,California,Apple Valley,190.56,2,0.05,9.528,170.472,85.236
1049,First Class,Home Office,Office Supplies,Binders,Oregon,Salem,255.4,4,0.05,12.770000000000001,167.23,41.8075
1050,First Class,Home Office,Technology,Accessories,Oregon,Salem,301.2342,3,0.05,15.06171,164.93828999999997,54.97942999999999
1051,First Class,Home Office,Furniture,Tables,Oregon,Salem,1241.665,5,0.05,62.08325,537.91675,107.58335
1052,First Class,Home Office,Technology,Phones,Oregon,Salem,215.85,3,0.05,10.7925,169.2075,56.4025
1053,Standard Class,Home Office,Office Supplies,Storage,Colorado,Aurora,786.879,9,0.05,39.34395000000001,140.65605,15.628449999999999
1054,Same Day,Corporate,Office Supplies,Binders,Ohio,Newark,199.2192,7,0.05,9.96096,170.03904,24.29129142857143
1055,Standard Class,Consumer,Furniture,Furnishings,Illinois,Chicago,269.64480000000003,3,0.05,13.482240000000003,166.51776000000004,55.50592000000001
1056,Standard Class,Home Office,Furniture,Chairs,Texas,Houston,545.4341999999999,3,0.05,27.27171,152.72828999999996,50.909429999999986
1057,Second Class,Consumer,Furniture,Tables,California,San Francisco,252.86520000000002,2,0.05,12.643260000000001,167.35674,83.67837
1058,Standard Class,Home Office,Office Supplies,Binders,Illinois,Chicago,249.8598,9,0.05,12.49299,167.50701,18.611890000000002
1059,Standard Class,Home Office,Office Supplies,Binders,Illinois,Chicago,217.00400000000002,1,0.05,10.850200000000001,169.1498,169.1498
1060,First Class,Home Office,Technology,Accessories,Ohio,Cleveland,342.7035,5,0.05,17.135175,162.864825,32.572964999999996
1061,Standard Class,Consumer,Furniture,Tables,Ohio,Marion,368.8665,1,0.05,18.443324999999998,161.55667499999998,161.55667499999998
1062,Standard Class,Corporate,Office Supplies,Storage,Illinois,Chicago,594.4200000000001,3,0.05,29.721000000000004,150.27900000000005,50.09300000000002
1063,Standard Class,Consumer,Technology,Accessories,North Carolina,Greenville,199.04399999999998,3,0.05,9.9522,170.0478,56.6826
1064,Standard Class,Consumer,Furniture,Tables,Illinois,Buffalo Grove,1140.2916,3,0.05,57.01458,542.98542,180.99514
1065,Standard Class,Consumer,Office Supplies,Appliances,Texas,Fort Worth,191.692,4,0.05,9.5846,170.4154,42.60385
1066,First Class,Consumer,Technology,Machines,Florida,Hialeah,214.9641,3,0.05,10.748205,169.251795,56.41726499999999
1067,Standard Class,Consumer,Furniture,Chairs,California,Los Angeles,850.2024,7,0.05,42.51012,137.48988,19.641411428571427
1068,Standard Class,Consumer,Furniture,Bookcases,Oregon,Springfield,1202.4804,6,0.05,60.12402,539.8759799999999,89.97932999999999
1069,Standard Class,Consumer,Office Supplies,Binders,Oregon,Springfield,219.23919999999998,7,0.05,10.96196,169.03804,24.14829142857143
1070,Second Class,Corporate,Office Supplies,Binders,Florida,Jacksonville,187.5123,3,0.05,9.375615000000002,170.624385,56.874795
1071,First Class,Consumer,Furniture,Chairs,California,Bakersfield,252.784,1,0.05,12.6392,167.3608,167.3608
1072,Second Class,Consumer,Furniture,Chairs,Illinois,Chicago,607.3915999999999,2,0.05,30.36958,149.63041999999996,74.81520999999998
1073,Standard Class,Corporate,Furniture,Bookcases,Texas,Dallas,413.2638,3,0.05,20.66319,159.33681,53.11227
1074,Standard Class,Corporate,Furniture,Furnishings,Tennessee,Chattanooga,330.4048,4,0.05,16.52024,163.47976000000003,40.86994000000001
1075,First Class,Consumer,Technology,Accessories,Florida,Tampa,192.4015,1,0.05,9.620075,170.37992500000001,170.37992500000001
1076,Standard Class,Corporate,Furniture,Tables,California,San Francisco,476.18550000000005,5,0.05,23.809275000000003,156.190725,31.238144999999996
1077,Second Class,Home Office,Furniture,Chairs,New York,New York City,369.8424,2,0.05,18.49212,161.50788,80.75394
1078,Standard Class,Consumer,Furniture,Chairs,North Carolina,Concord,543.9200000000001,5,0.05,27.196000000000005,152.80400000000006,30.56080000000001
1079,Standard Class,Consumer,Office Supplies,Binders,Florida,Miami,287.0,5,0.05,14.350000000000001,165.65,33.13
1080,Standard Class,Consumer,Office Supplies,Binders,Florida,Miami,245.484,3,0.05,12.2742,167.7258,55.9086
1081,Standard Class,Consumer,Technology,Accessories,Florida,Miami,260.7675,5,0.05,13.038375,166.961625,33.392325
1082,Standard Class,Corporate,Office Supplies,Storage,Texas,Dallas,214.7438,7,0.05,10.73719,169.26281,24.18040142857143
1083,Standard Class,Corporate,Office Supplies,Supplies,Texas,Dallas,207.936,3,0.05,10.3968,169.6032,56.5344
1084,Standard Class,Corporate,Office Supplies,Binders,Texas,Dallas,183.5412,1,0.05,9.17706,170.82294,170.82294
1085,Standard Class,Corporate,Furniture,Furnishings,Texas,Dallas,206.199,5,0.05,10.30995,169.69004999999999,33.93801
1086,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,364.758,6,0.05,18.2379,161.7621,26.960350000000002
1087,Standard Class,Corporate,Furniture,Chairs,California,San Diego,1165.1499,9,0.05,58.257495,121.74250499999988,13.526944999999987
1088,Standard Class,Consumer,Furniture,Bookcases,New York,New York City,2208.969,5,0.05,110.44845000000001,69.55154999999999,13.910309999999999
1089,Second Class,Corporate,Furniture,Tables,New York,New York City,1033.2268,2,0.05,51.661339999999996,548.33866,274.16933
1090,First Class,Consumer,Furniture,Bookcases,Pennsylvania,Philadelphia,312.55920000000003,3,0.05,15.627960000000002,164.37204000000003,54.79068000000001
1091,First Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,1397.986,2,0.05,69.89930000000001,530.1007,265.05035
1092,Second Class,Corporate,Furniture,Bookcases,Pennsylvania,Reading,1372.5008,4,0.05,68.62504,531.37496,132.84374
1093,Standard Class,Consumer,Office Supplies,Storage,North Carolina,Charlotte,635.571,5,0.05,31.778550000000003,148.22145,29.64429
1094,Standard Class,Consumer,Furniture,Chairs,California,Los Angeles,385.5366,3,0.05,19.276830000000004,160.72316999999998,53.574389999999994
1095,Same Day,Corporate,Office Supplies,Storage,Ohio,Columbus,249.01999999999998,5,0.05,12.451,167.549,33.5098
1096,Same Day,Corporate,Furniture,Chairs,Ohio,Columbus,1195.959,5,0.05,59.79795000000001,540.20205,108.04041
1097,Same Day,Corporate,Furniture,Tables,Ohio,Columbus,1076.4555,3,0.05,53.82277500000001,546.177225,182.059075
1098,Standard Class,Corporate,Office Supplies,Binders,Arizona,Phoenix,189.3852,2,0.05,9.46926,170.53074,85.26537
1099,Standard Class,Consumer,Office Supplies,Binders,Florida,Miami,200.8998,1,0.05,10.04499,169.95501,169.95501
1100,Standard Class,Consumer,Office Supplies,Appliances,Texas,Carrollton,252.4016,2,0.05,12.620080000000002,167.37992,83.68996
1101,Standard Class,Consumer,Office Supplies,Binders,Texas,Carrollton,1822.5388,4,0.05,91.12694,908.87306,227.218265
1102,Second Class,Corporate,Furniture,Chairs,Tennessee,Knoxville,529.7166,3,0.05,26.48583,153.51416999999995,51.17138999999998
1103,Standard Class,Corporate,Office Supplies,Binders,Florida,Miami,209.0628,9,0.05,10.453140000000001,169.54686,18.838540000000002
1104,Standard Class,Corporate,Office Supplies,Binders,Florida,Miami,3377.0235000000002,5,0.05,168.851175,831.148825,166.229765
1105,Second Class,Home Office,Office Supplies,Binders,Ohio,Lancaster,201.96179999999998,7,0.05,10.09809,169.90191,24.271701428571426
1106,First Class,Consumer,Office Supplies,Binders,Texas,Edinburg,185.4802,1,0.05,9.27401,170.72599,170.72599
1107,Standard Class,Home Office,Furniture,Chairs,California,Lakewood,795.448,8,0.05,39.772400000000005,140.2276,17.52845
1108,Standard Class,Consumer,Office Supplies,Storage,Texas,Austin,359.40840000000003,2,0.05,17.97042,162.02958000000004,81.01479000000002
1109,Standard Class,Consumer,Office Supplies,Supplies,Texas,Austin,187.2128,2,0.05,9.36064,170.63936,85.31968
1110,Same Day,Consumer,Furniture,Furnishings,Texas,Lubbock,216.482,5,0.05,10.824100000000001,169.1759,33.83518
1111,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,195.8508,6,0.05,9.79254,170.20746,28.36791
1112,Standard Class,Consumer,Technology,Accessories,Texas,Houston,204.6328,2,0.05,10.23164,169.76836,84.88418
1113,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,191.22,6,0.05,9.561,170.439,28.406499999999998
1114,Second Class,Corporate,Office Supplies,Binders,Colorado,Loveland,182.178,2,0.05,9.1089,170.8911,85.44555
1115,First Class,Home Office,Furniture,Tables,Pennsylvania,Philadelphia,578.4072,2,0.05,28.920360000000002,151.07963999999998,75.53981999999999
1116,Standard Class,Consumer,Office Supplies,Appliances,Texas,Grand Prairie,248.9836,2,0.05,12.44918,167.55082,83.77541
1117,Standard Class,Consumer,Technology,Accessories,Texas,Grand Prairie,253.62,5,0.05,12.681000000000001,167.319,33.4638
1118,Standard Class,Consumer,Office Supplies,Binders,Illinois,Chicago,185.1516,3,0.05,9.25758,170.74242,56.91414
1119,Standard Class,Consumer,Furniture,Chairs,Ohio,Parma,1675.8706000000002,7,0.05,83.79353000000002,96.20646999999998,13.743781428571426
1120,Standard Class,Consumer,Furniture,Chairs,Ohio,Parma,1717.0739999999998,9,0.05,85.8537,94.1463,10.4607
1121,Standard Class,Consumer,Furniture,Chairs,Ohio,Parma,642.2112,2,0.05,32.11056,147.88944,73.94472
1122,Standard Class,Corporate,Furniture,Bookcases,Oregon,Springfield,800.8268,2,0.05,40.041340000000005,559.95866,279.97933
1123,Standard Class,Home Office,Office Supplies,Appliances,Texas,Mcallen,859.7321999999999,6,0.05,42.98661,557.01339,92.83556499999999
1124,Standard Class,Consumer,Furniture,Bookcases,California,San Francisco,397.764,2,0.05,19.8882,160.1118,80.0559
1125,First Class,Corporate,Furniture,Chairs,California,Long Beach,554.7744,6,0.05,27.73872,152.26128,25.37688
1126,First Class,Corporate,Office Supplies,Binders,Florida,Lakeland,239.30700000000002,5,0.05,11.96535,168.03465,33.60693
1127,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,196.1415,5,0.05,9.807075000000001,170.192925,34.038585
1128,Standard Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,586.9852000000001,2,0.05,29.349260000000005,150.65073999999998,75.32536999999999
1129,Standard Class,Consumer,Office Supplies,Storage,Pennsylvania,Philadelphia,255.837,3,0.05,12.79185,167.20815,55.73605
1130,Standard Class,Consumer,Technology,Accessories,Illinois,Evanston,228.4605,3,0.05,11.423025,168.576975,56.192325000000004
1131,Standard Class,Consumer,Technology,Phones,Ohio,Columbus,462.18240000000003,8,0.05,23.109120000000004,156.89087999999998,19.611359999999998
1132,Second Class,Consumer,Furniture,Chairs,Texas,Houston,251.2624,1,0.05,12.563120000000001,167.43688,167.43688
1133,Standard Class,Corporate,Office Supplies,Storage,Ohio,Marion,237.564,2,0.05,11.8782,168.1218,84.0609
1134,Standard Class,Consumer,Office Supplies,Storage,Tennessee,Hendersonville,452.94,3,0.05,22.647000000000002,157.353,52.451
