Category,City,Country,Discount,Number of Records,Postal Code,Profit,Quantity,Sales,Segment,Ship Mode,State,Sub-Category
Office Supplies,Philadelphia,United States,0.7,1,19134,-3.9384,3,4.923,Corporate,Standard Class,Pennsylvania,Binders
Furniture,Phoenix,United States,0.7,1,85023,-356.9643,7,209.979,Corporate,First Class,Arizona,Bookcases
Office Supplies,Cleveland,United States,0.7,1,44105,-22.62,3,33.93,Home Office,Standard Class,Ohio,Binders
Technology,Cleveland,United States,0.4,1,44105,-52.641,6,210.564,Home Office,Standard Class,Ohio,Phones
Technology,Toledo,United States,0.4,1,43615,-250.396,4,1502.376,Consumer,Standard Class,Ohio,Phones
Furniture,Wilmington,United States,0.3,1,19805,-37.1124,4,199.836,Corporate,First Class,Delaware,Tables
Office Supplies,Chicago,United States,0.8,1,60610,-13.8278,7,8.134,Consumer,Standard Class,Illinois,Binders
Furniture,Dallas,United States,0.32,1,75217,-437.5404,9,1352.3976,Consumer,Second Class,Texas,Bookcases
Office Supplies,Philadelphia,United States,0.7,1,19140,-83.205,9,99.846,Consumer,Standard Class,Pennsylvania,Binders
Furniture,Burlington,United States,0.4,1,27217,-653.2834,7,1781.682,Consumer,Standard Class,North Carolina,Tables
Furniture,Houston,United States,0.3,1,77070,-95.67,5,744.1,Consumer,Second Class,Texas,Tables
Furniture,Houston,United States,0.3,1,77070,-131.951,2,401.59,Consumer,Second Class,Texas,Tables
Furniture,San Francisco,United States,0.15,1,94122,-29.6058,3,359.499,Consumer,Standard Class,California,Bookcases
Office Supplies,Dallas,United States,0.8,1,75081,-9.5568,2,5.792,Home Office,Standard Class,Texas,Binders
Technology,Philadelphia,United States,0.4,1,19120,-93.2316,7,466.158,Corporate,Standard Class,Pennsylvania,Phones
Technology,Philadelphia,United States,0.2,1,19120,-1.289,1,10.312,Corporate,Standard Class,Pennsylvania,Accessories
Office Supplies,Philadelphia,United States,0.7,1,19120,-1.7892,3,2.556,Corporate,Standard Class,Pennsylvania,Binders
Office Supplies,Loveland,United States,0.2,1,80538,-0.6048,3,3.024,Consumer,Standard Class,Colorado,Fasteners
Office Supplies,Chicago,United States,0.8,1,60610,-31.536,4,14.016,Consumer,Standard Class,Illinois,Appliances
Furniture,Chicago,United States,0.5,1,60610,-120.372,5,214.95,Consumer,Standard Class,Illinois,Tables
Technology,Chicago,United States,0.2,1,60610,-7.008,4,35.04,Consumer,Standard Class,Illinois,Phones
Furniture,Chicago,United States,0.6,1,60610,-4.8492,3,10.776,Consumer,Standard Class,Illinois,Furnishings
Office Supplies,Chicago,United States,0.8,1,60610,-8.05,2,4.6,Consumer,Standard Class,Illinois,Binders
Office Supplies,Chicago,United States,0.2,1,60610,-8.3524,2,35.168,Consumer,Standard Class,Illinois,Storage
Office Supplies,Philadelphia,United States,0.2,1,19134,-35.046,6,186.912,Corporate,Standard Class,Pennsylvania,Storage
Furniture,Chicago,United States,0.6,1,60610,-7.4358,9,17.496,Consumer,Same Day,Illinois,Furnishings
Office Supplies,New York City,United States,0,1,10009,0,1,35.48,Consumer,Standard Class,New York,Storage
Furniture,New York City,United States,0.4,1,10009,-108.3348,9,464.292,Consumer,Same Day,New York,Tables
Furniture,Chicago,United States,0.3,1,60653,-178.8468,3,569.058,Home Office,Second Class,Illinois,Chairs
Furniture,Chicago,United States,0.6,1,60653,-10.3124,2,14.224,Home Office,Second Class,Illinois,Furnishings
Technology,Peoria,United States,0.2,1,85345,-14.603,2,68.72,Corporate,Second Class,Arizona,Phones
Furniture,Pasadena,United States,0.2,1,91104,-17.0352,3,170.352,Consumer,Standard Class,California,Chairs
Office Supplies,Waco,United States,0.8,1,76706,-3.5224,2,2.072,Consumer,Standard Class,Texas,Binders
Furniture,Waco,United States,0.32,1,76706,-91.7586,3,328.3992,Consumer,Standard Class,Texas,Bookcases
Office Supplies,Jacksonville,United States,0.2,1,32216,-337.806,6,1801.632,Consumer,Standard Class,Florida,Storage
Technology,Philadelphia,United States,0.4,1,19140,-162.2296,8,748.752,Home Office,Standard Class,Pennsylvania,Phones
Technology,Pasadena,United States,0.2,1,77506,-27.2922,6,167.952,Consumer,Standard Class,Texas,Accessories
Office Supplies,Round Rock,United States,0.2,1,78664,-786.0144,3,3930.072,Consumer,Standard Class,Texas,Supplies
Furniture,New York City,United States,0.2,1,10011,-44.196,2,353.568,Consumer,Standard Class,New York,Bookcases
Office Supplies,Carrollton,United States,0.8,1,75007,-5.6406,3,3.318,Corporate,Standard Class,Texas,Binders
Office Supplies,Frankfort,United States,0.8,1,60423,-52.9584,8,20.768,Consumer,Standard Class,Illinois,Appliances
Furniture,Bethlehem,United States,0.3,1,18018,-7.098,2,99.372,Corporate,Second Class,Pennsylvania,Chairs
Furniture,Bethlehem,United States,0.2,1,18018,-5.4548,2,33.568,Corporate,Second Class,Pennsylvania,Furnishings
Office Supplies,Houston,United States,0.8,1,77036,-4.818,2,2.92,Home Office,First Class,Texas,Binders
Furniture,Houston,United States,0.3,1,77036,-22.948,1,200.795,Home Office,First Class,Texas,Tables
Technology,Houston,United States,0.2,1,77036,-2.918,4,46.688,Home Office,First Class,Texas,Accessories
Furniture,Los Angeles,United States,0.2,1,90008,-14.9877,7,399.672,Corporate,Same Day,California,Tables
Office Supplies,Miami,United States,0.7,1,33142,-2.6208,4,3.744,Home Office,First Class,Florida,Binders
Furniture,Odessa,United States,0.3,1,79762,-9.7176,6,340.116,Home Office,Standard Class,Texas,Chairs
Office Supplies,Seattle,United States,0,1,98105,0,3,15.84,Corporate,Standard Class,Washington,Storage
Office Supplies,Louisville,United States,0.7,1,80027,-7.3232,8,9.552,Consumer,First Class,Colorado,Binders
Furniture,Louisville,United States,0.7,1,80027,-152.9847,3,89.991,Consumer,First Class,Colorado,Bookcases
Furniture,Houston,United States,0.3,1,77036,-13.81,5,966.7,Consumer,Standard Class,Texas,Chairs
Furniture,Medina,United States,0.4,1,44256,-15.4764,1,51.588,Consumer,Standard Class,Ohio,Tables
Furniture,Decatur,United States,0.3,1,62521,-1.0656,2,37.296,Consumer,Standard Class,Illinois,Chairs
Furniture,Garland,United States,0.6,1,75043,-7.476,2,8.544,Home Office,First Class,Texas,Furnishings
Furniture,Houston,United States,0.3,1,77095,-46.3998,3,191.058,Consumer,First Class,Texas,Chairs
Office Supplies,Houston,United States,0.8,1,77095,-2287.782,6,1525.188,Consumer,First Class,Texas,Binders
Office Supplies,Knoxville,United States,0.7,1,37918,-21.888,3,27.36,Home Office,First Class,Tennessee,Binders
Furniture,Knoxville,United States,0.4,1,37918,-1002.7836,7,2314.116,Home Office,First Class,Tennessee,Tables
Office Supplies,Knoxville,United States,0.7,1,37918,-26.2476,4,34.236,Home Office,First Class,Tennessee,Binders
Furniture,Fayetteville,United States,0.2,1,28314,-32.2192,8,198.272,Corporate,Standard Class,North Carolina,Bookcases
Furniture,Houston,United States,0.3,1,77041,-69.4722,7,347.361,Corporate,Standard Class,Texas,Tables
Office Supplies,Philadelphia,United States,0.2,1,19134,-30.2288,4,172.736,Corporate,First Class,Pennsylvania,Storage
Office Supplies,Lancaster,United States,0.7,1,43130,-2.0349,3,2.907,Corporate,Standard Class,Ohio,Binders
Office Supplies,Chicago,United States,0.8,1,60653,-197.5752,6,73.176,Consumer,Standard Class,Illinois,Appliances
Technology,Chicago,United States,0.2,1,60653,-8.9964,2,39.984,Consumer,Standard Class,Illinois,Phones
Technology,Philadelphia,United States,0.4,1,19134,-60.8361,3,280.782,Consumer,Second Class,Pennsylvania,Phones
Office Supplies,Lakewood,United States,0.7,1,44107,-4.9728,4,6.216,Home Office,Standard Class,Ohio,Binders
Office Supplies,Palm Coast,United States,0.7,1,32137,-6.867,5,9.81,Corporate,First Class,Florida,Binders
Office Supplies,Asheville,United States,0.2,1,28806,-3.8646,1,16.272,Corporate,Standard Class,North Carolina,Storage
Office Supplies,Scottsdale,United States,0.7,1,85254,-23.716,10,32.34,Consumer,First Class,Arizona,Binders
Furniture,Scottsdale,United States,0.7,1,85254,-320.597,5,181.47,Consumer,First Class,Arizona,Bookcases
Office Supplies,Parker,United States,0.2,1,80134,-17.6076,2,78.256,Consumer,Standard Class,Colorado,Storage
Furniture,Parker,United States,0.7,1,80134,-183.6324,7,102.018,Consumer,Standard Class,Colorado,Bookcases
Office Supplies,Miami,United States,0.7,1,33180,-1.3083,1,1.869,Corporate,Standard Class,Florida,Binders
Furniture,Miami,United States,0.2,1,33142,-68.1096,4,419.136,Consumer,Standard Class,Florida,Chairs
Office Supplies,San Antonio,United States,0.8,1,78207,-6.286,4,3.592,Home Office,Standard Class,Texas,Binders
Technology,Jacksonville,United States,0.2,1,32216,-5.6943,3,23.976,Corporate,Second Class,Florida,Phones
Furniture,Jacksonville,United States,0.2,1,32216,-19.1058,3,218.352,Corporate,Second Class,Florida,Chairs
Furniture,San Francisco,United States,0.15,1,94122,-4.8392,4,411.332,Home Office,Same Day,California,Bookcases
Office Supplies,Philadelphia,United States,0.7,1,19140,-6.1248,4,7.656,Corporate,Standard Class,Pennsylvania,Binders
Technology,Philadelphia,United States,0.4,1,19140,-186.16,4,859.2,Corporate,Standard Class,Pennsylvania,Phones
Furniture,Philadelphia,United States,0.3,1,19134,-10.284,10,239.96,Corporate,Standard Class,Pennsylvania,Chairs
Technology,Philadelphia,United States,0.2,1,19134,-28.7964,4,255.968,Corporate,Standard Class,Pennsylvania,Accessories
Furniture,Chicago,United States,0.3,1,60653,-54.5958,2,181.986,Consumer,Standard Class,Illinois,Chairs
Office Supplies,Chicago,United States,0.8,1,60653,-2.6268,2,1.592,Consumer,Standard Class,Illinois,Binders
Furniture,Tucson,United States,0.5,1,85705,-218.8656,6,455.97,Corporate,Standard Class,Arizona,Tables
Office Supplies,Tucson,United States,0.7,1,85705,-7.656,6,10.44,Corporate,Standard Class,Arizona,Binders
Office Supplies,Tucson,United States,0.7,1,85705,-4.1712,2,5.214,Corporate,Standard Class,Arizona,Binders
Office Supplies,Houston,United States,0.2,1,77036,-3.123,6,16.656,Corporate,Standard Class,Texas,Supplies
Furniture,Houston,United States,0.32,1,77036,-12.9987,1,67.9932,Corporate,Standard Class,Texas,Bookcases
Furniture,Chicago,United States,0.3,1,60610,-2.5648,1,89.768,Home Office,Same Day,Illinois,Chairs
Technology,Chicago,United States,0.2,1,60610,-7.3015,1,34.36,Home Office,Same Day,Illinois,Phones
Office Supplies,Columbus,United States,0.7,1,43229,-23.952,4,29.94,Corporate,Standard Class,Ohio,Binders
Technology,Columbus,United States,0.4,1,43229,-9.1845,1,36.738,Corporate,Standard Class,Ohio,Phones
Technology,Columbus,United States,0.4,1,43229,-44.985,2,179.94,Corporate,Standard Class,Ohio,Phones
Furniture,Los Angeles,United States,0.2,1,90004,-15.245,5,243.92,Consumer,Second Class,California,Chairs
Office Supplies,Cleveland,United States,0.7,1,44105,-45.9333,7,59.913,Consumer,Standard Class,Ohio,Binders
Technology,Columbus,United States,0.2,1,43229,-3.5622,3,142.488,Consumer,Same Day,Ohio,Accessories
Furniture,Greensboro,United States,0.2,1,27405,-11.0691,1,98.392,Corporate,Standard Class,North Carolina,Chairs
Technology,Cincinnati,United States,0.2,1,45231,-4.641,3,53.04,Consumer,First Class,Ohio,Accessories
Furniture,Miami,United States,0.2,1,33180,-13.6776,3,273.552,Corporate,Standard Class,Florida,Chairs
Furniture,Philadelphia,United States,0.4,1,19143,-339.705,9,815.292,Home Office,Second Class,Pennsylvania,Tables
Office Supplies,Apple Valley,United States,0,1,92307,0,2,10.56,Corporate,Second Class,California,Storage
Office Supplies,Salem,United States,0.7,1,97301,-30.16,4,45.24,Home Office,First Class,Oregon,Binders
Technology,Salem,United States,0.2,1,97301,-8.4582,3,112.776,Home Office,First Class,Oregon,Accessories
Furniture,Salem,United States,0.5,1,97301,-264.215,5,377.45,Home Office,First Class,Oregon,Tables
Technology,Salem,United States,0.2,1,97301,-7.17,3,28.68,Home Office,First Class,Oregon,Phones
Office Supplies,Aurora,United States,0.2,1,80013,-95.823,9,511.056,Home Office,Standard Class,Colorado,Storage
Office Supplies,Newark,United States,0.7,1,43055,-8.1312,7,11.088,Corporate,Same Day,Ohio,Binders
Furniture,Chicago,United States,0.6,1,60610,-50.6688,3,38.976,Consumer,Standard Class,Illinois,Furnishings
Furniture,Houston,United States,0.3,1,77070,-90.3762,3,275.058,Home Office,Standard Class,Texas,Chairs
Furniture,San Francisco,United States,0.2,1,94109,-1.7772,2,71.088,Consumer,Second Class,California,Tables
Office Supplies,Chicago,United States,0.8,1,60623,-42.4638,9,27.396,Home Office,Standard Class,Illinois,Binders
Office Supplies,Chicago,United States,0.8,1,60623,-23.548,1,13.456,Home Office,Standard Class,Illinois,Binders
Technology,Cleveland,United States,0.2,1,44105,-22.7435,5,139.96,Home Office,First Class,Ohio,Accessories
Furniture,Marion,United States,0.4,1,43302,-52.3365,1,136.53,Consumer,Standard Class,Ohio,Tables
Office Supplies,Chicago,United States,0.2,1,60653,-82.884,3,331.536,Corporate,Standard Class,Illinois,Storage
Technology,Greenville,United States,0.2,1,27834,-2.484,3,16.56,Consumer,Standard Class,North Carolina,Accessories
Furniture,Buffalo Grove,United States,0.5,1,60089,-184.8366,3,355.455,Consumer,Standard Class,Illinois,Tables
Office Supplies,Fort Worth,United States,0.8,1,76106,-8.532,4,3.16,Consumer,Standard Class,Texas,Appliances
Technology,Hialeah,United States,0.5,1,33012,-1.9791,3,32.985,Consumer,First Class,Florida,Machines
Furniture,Los Angeles,United States,0.2,1,90036,-31.9144,7,638.288,Consumer,Standard Class,California,Chairs
Furniture,Springfield,United States,0.7,1,97477,-384.7164,6,217.764,Consumer,Standard Class,Oregon,Bookcases
Office Supplies,Springfield,United States,0.7,1,97477,-16.6012,7,22.638,Consumer,Standard Class,Oregon,Binders
Office Supplies,Jacksonville,United States,0.7,1,32216,-3.0933,3,4.419,Corporate,Second Class,Florida,Binders
Furniture,Bakersfield,United States,0.2,1,93309,0,1,72.784,Consumer,First Class,California,Chairs
Furniture,Chicago,United States,0.3,1,60610,-6.0196,2,421.372,Consumer,Second Class,Illinois,Chairs
Furniture,Dallas,United States,0.32,1,75220,-27.2646,3,205.9992,Corporate,Standard Class,Texas,Bookcases
Furniture,Chattanooga,United States,0.2,1,37421,-18.1808,4,132.224,Corporate,Standard Class,Tennessee,Furnishings
Technology,Tampa,United States,0.2,1,33614,-0.7295,1,11.672,Consumer,First Class,Florida,Accessories
Furniture,San Francisco,United States,0.2,1,94122,-10.7055,5,285.48,Corporate,Standard Class,California,Tables
Furniture,New York City,United States,0.1,1,10035,-8.0784,2,181.764,Home Office,Second Class,New York,Chairs
Furniture,Concord,United States,0.2,1,28027,0,5,363.92,Consumer,Standard Class,North Carolina,Chairs
Office Supplies,Miami,United States,0.7,1,33178,-42.8,5,64.2,Consumer,Standard Class,Florida,Binders
Office Supplies,Miami,United States,0.7,1,33178,-26.964,3,38.52,Consumer,Standard Class,Florida,Binders
Technology,Miami,United States,0.2,1,33178,-8.1675,5,72.6,Consumer,Standard Class,Florida,Accessories
Office Supplies,Dallas,United States,0.2,1,75220,-1.2558,7,33.488,Corporate,Standard Class,Texas,Storage
Office Supplies,Dallas,United States,0.2,1,75220,-4.896,3,23.04,Corporate,Standard Class,Texas,Supplies
Office Supplies,Dallas,United States,0.8,1,75220,-2.1792,1,1.362,Corporate,Standard Class,Texas,Binders
Furniture,Dallas,United States,0.6,1,75220,-11.439,5,14.76,Corporate,Standard Class,Texas,Furnishings
Office Supplies,Philadelphia,United States,0.7,1,19143,-80.178,6,104.58,Corporate,Standard Class,Pennsylvania,Binders
Furniture,San Diego,United States,0.2,1,92105,-99.6219,9,885.528,Corporate,Standard Class,California,Chairs
Furniture,New York City,United States,0.2,1,10035,-25.049,5,2003.92,Consumer,Standard Class,New York,Bookcases
Furniture,New York City,United States,0.4,1,10011,-120.0508,2,313.176,Corporate,Second Class,New York,Tables
Furniture,Philadelphia,United States,0.5,1,19120,-45.3492,3,87.21,Consumer,First Class,Pennsylvania,Bookcases
Technology,Philadelphia,United States,0.4,1,19120,-113.998,2,683.988,Consumer,First Class,Pennsylvania,Phones
Furniture,Reading,United States,0.5,1,19601,-250.5408,4,521.96,Corporate,Second Class,Pennsylvania,Bookcases
Office Supplies,Charlotte,United States,0.2,1,28205,-67.851,5,387.72,Consumer,Standard Class,North Carolina,Storage
Furniture,Los Angeles,United States,0.2,1,90049,-20.7846,3,184.752,Consumer,Standard Class,California,Chairs
Office Supplies,Columbus,United States,0.2,1,43229,-4.06,5,64.96,Corporate,Same Day,Ohio,Storage
Furniture,Columbus,United States,0.3,1,43229,-137.529,5,458.43,Corporate,Same Day,Ohio,Chairs
Furniture,Columbus,United States,0.4,1,43229,-147.8655,3,328.59,Corporate,Same Day,Ohio,Tables
Office Supplies,Phoenix,United States,0.7,1,85023,-4.1712,2,5.214,Corporate,Standard Class,Arizona,Binders
Office Supplies,Miami,United States,0.7,1,33142,-8.6058,1,12.294,Consumer,Standard Class,Florida,Binders
Office Supplies,Carrollton,United States,0.8,1,75007,-52.8336,2,19.568,Consumer,Standard Class,Texas,Appliances
Office Supplies,Carrollton,United States,0.8,1,75007,-512.1468,4,310.392,Consumer,Standard Class,Texas,Binders
Furniture,Knoxville,United States,0.2,1,37918,-35.3646,3,314.352,Corporate,Second Class,Tennessee,Chairs
Office Supplies,Miami,United States,0.7,1,33142,-12.9168,9,16.146,Corporate,Standard Class,Florida,Binders
Office Supplies,Miami,United States,0.7,1,33142,-1031.5385,5,1345.485,Corporate,Standard Class,Florida,Binders
Office Supplies,Lancaster,United States,0.7,1,43130,-9.7608,7,12.201,Home Office,Second Class,Ohio,Binders
Office Supplies,Edinburg,United States,0.8,1,78539,-3.4122,1,2.068,Consumer,First Class,Texas,Binders
Furniture,Lakewood,United States,0.2,1,90712,-97.176,8,518.272,Home Office,Standard Class,California,Chairs
Office Supplies,Austin,United States,0.2,1,78745,-26.7204,2,152.688,Consumer,Standard Class,Texas,Storage
Office Supplies,Austin,United States,0.2,1,78745,-1.3248,2,5.888,Consumer,Standard Class,Texas,Supplies
Furniture,Lubbock,United States,0.6,1,79424,-11.322,5,25.16,Consumer,Same Day,Texas,Furnishings
Office Supplies,Houston,United States,0.8,1,77095,-9.6348,6,6.216,Consumer,Standard Class,Texas,Binders
Technology,Houston,United States,0.2,1,77095,-0.6008,2,24.032,Consumer,Standard Class,Texas,Accessories
Office Supplies,Houston,United States,0.8,1,77095,-6.732,6,4.488,Consumer,Standard Class,Texas,Binders
Office Supplies,Loveland,United States,0.7,1,80538,-0.99,2,1.188,Corporate,Second Class,Colorado,Binders
Furniture,Philadelphia,United States,0.4,1,19143,-83.8752,2,314.532,Home Office,First Class,Pennsylvania,Tables
Office Supplies,Grand Prairie,United States,0.8,1,75051,-49.5516,2,19.432,Consumer,Standard Class,Texas,Appliances
Technology,Grand Prairie,United States,0.2,1,75051,-8.18,5,65.44,Consumer,Standard Class,Texas,Accessories
Office Supplies,Chicago,United States,0.8,1,60653,-3.2436,3,1.908,Consumer,Standard Class,Illinois,Binders
Furniture,Parma,United States,0.3,1,44134,-21.0686,7,1474.802,Consumer,Standard Class,Ohio,Chairs
Furniture,Parma,United States,0.3,1,44134,0,9,1537.074,Consumer,Standard Class,Ohio,Chairs
Furniture,Parma,United States,0.3,1,44134,-12.8392,2,449.372,Consumer,Standard Class,Ohio,Chairs
Furniture,Springfield,United States,0.7,1,97477,-128.2388,2,72.588,Corporate,Standard Class,Oregon,Bookcases
Office Supplies,Mcallen,United States,0.8,1,78501,-186.5682,6,73.164,Home Office,Standard Class,Texas,Appliances
Furniture,San Francisco,United States,0.15,1,94110,-12.098,2,205.666,Consumer,Standard Class,California,Bookcases
Furniture,Long Beach,United States,0.2,1,90805,-34.0704,6,340.704,Corporate,First Class,California,Chairs
Office Supplies,Lakeland,United States,0.7,1,33801,-25.737,5,33.57,Corporate,First Class,Florida,Binders
Office Supplies,Houston,United States,0.8,1,77095,-9.8115,5,6.33,Consumer,Standard Class,Texas,Binders
Technology,Philadelphia,United States,0.4,1,19143,-76.9972,2,329.988,Consumer,Standard Class,Pennsylvania,Phones
Office Supplies,Philadelphia,United States,0.2,1,19143,-4.461,3,71.376,Consumer,Standard Class,Pennsylvania,Storage
Technology,Evanston,United States,0.2,1,60201,-4.9005,3,43.56,Consumer,Standard Class,Illinois,Accessories
Technology,Columbus,United States,0.4,1,43229,-47.0304,8,235.152,Consumer,Standard Class,Ohio,Phones
Furniture,Houston,United States,0.3,1,77095,-14.5764,1,56.686,Consumer,Second Class,Texas,Chairs
Office Supplies,Marion,United States,0.2,1,43302,-6.396,2,51.168,Corporate,Standard Class,Ohio,Storage
Office Supplies,Hendersonville,United States,0.2,1,37075,-54.588,3,218.352,Consumer,Standard Class,Tennessee,Storage
Furniture,Portland,United States,0.7,1,97206,-103.8606,1,66.294,Consumer,Standard Class,Oregon,Bookcases
Furniture,Portland,United States,0.2,1,97206,-14.5584,4,291.168,Consumer,Standard Class,Oregon,Chairs
Technology,Cleveland,United States,0.4,1,44105,-20.2356,4,110.376,Home Office,Standard Class,Ohio,Phones
Technology,Seattle,United States,0.2,1,98105,-17.991,5,79.96,Consumer,Same Day,Washington,Phones
Office Supplies,Columbia,United States,0.7,1,38401,-14.592,2,18.24,Home Office,Standard Class,Tennessee,Binders
Office Supplies,Chicago,United States,0.8,1,60623,-6.3441,1,2.394,Consumer,First Class,Illinois,Appliances
Office Supplies,Tamarac,United States,0.7,1,33319,-2.5256,1,3.444,Home Office,Second Class,Florida,Binders
Office Supplies,Columbus,United States,0.2,1,43229,-81.7258,2,384.592,Corporate,Second Class,Ohio,Supplies
Office Supplies,Rockford,United States,0.8,1,61107,-729.9138,7,442.372,Corporate,First Class,Illinois,Binders
Technology,Oakland,United States,0.2,1,94601,-7.9984,1,39.992,Corporate,Standard Class,California,Phones
Technology,Seattle,United States,0.2,1,98105,-4.6764,2,20.784,Consumer,Second Class,Washington,Phones
Office Supplies,Marion,United States,0.2,1,43302,-26.541,3,141.552,Consumer,Standard Class,Ohio,Storage
Furniture,Lakewood,United States,0.4,1,44107,-231.4116,2,661.176,Corporate,Standard Class,Ohio,Tables
Furniture,San Francisco,United States,0.2,1,94122,-87.9354,3,502.488,Corporate,Standard Class,California,Tables
Office Supplies,Chicago,United States,0.8,1,60623,-38.1114,3,24.588,Consumer,Standard Class,Illinois,Binders
Office Supplies,Eugene,United States,0.2,1,97405,-4.1762,7,17.584,Corporate,Second Class,Oregon,Supplies
Furniture,Eugene,United States,0.2,1,97405,-14.4078,1,104.784,Corporate,Second Class,Oregon,Chairs
Furniture,Eugene,United States,0.2,1,97405,-97.5528,3,650.352,Corporate,Second Class,Oregon,Chairs
Office Supplies,Lancaster,United States,0.2,1,43130,-35.2152,4,156.512,Consumer,First Class,Ohio,Storage
Furniture,Dallas,United States,0.6,1,75217,-105.69,5,108.4,Consumer,Standard Class,Texas,Furnishings
Office Supplies,Philadelphia,United States,0.7,1,19120,-2.01,1,2.412,Consumer,Standard Class,Pennsylvania,Binders
Office Supplies,Philadelphia,United States,0.2,1,19120,-13.637,5,83.92,Consumer,Standard Class,Pennsylvania,Storage
Furniture,Grand Prairie,United States,0.6,1,75051,-29.512,5,38.08,Corporate,Standard Class,Texas,Furnishings
Office Supplies,Memphis,United States,0.2,1,38109,-1.249,5,99.92,Corporate,Standard Class,Tennessee,Storage
Office Supplies,Chandler,United States,0.2,1,85224,-11.8256,8,49.792,Home Office,Standard Class,Arizona,Fasteners
Furniture,Springfield,United States,0.5,1,45503,-167.986,5,299.975,Consumer,Standard Class,Ohio,Bookcases
Technology,Springfield,United States,0.4,1,45503,-36.9544,4,158.376,Consumer,Standard Class,Ohio,Phones
Office Supplies,Austin,United States,0.8,1,78745,-52.4544,4,32.784,Consumer,First Class,Texas,Binders
Office Supplies,Austin,United States,0.8,1,78745,-6.6278,1,4.276,Consumer,First Class,Texas,Binders
Furniture,Houston,United States,0.3,1,77041,-12.849,5,899.43,Consumer,First Class,Texas,Chairs
Office Supplies,Hollywood,United States,0.7,1,33021,-7.68,5,11.52,Home Office,Second Class,Florida,Binders
Technology,Philadelphia,United States,0.4,1,19120,-25.3344,4,108.576,Consumer,Standard Class,Pennsylvania,Phones
Office Supplies,Philadelphia,United States,0.2,1,19120,-1.3464,2,5.984,Consumer,Standard Class,Pennsylvania,Fasteners
Furniture,Oakland,United States,0.2,1,94601,-73.8192,8,454.272,Home Office,First Class,California,Chairs
Office Supplies,Philadelphia,United States,0.7,1,19120,-4.196,1,6.294,Consumer,Standard Class,Pennsylvania,Binders
Technology,Philadelphia,United States,0.4,1,19120,-24.4764,3,122.382,Consumer,Standard Class,Pennsylvania,Phones
Office Supplies,Jacksonville,United States,0.2,1,28540,-1.624,2,25.984,Consumer,Standard Class,North Carolina,Storage
Furniture,Jacksonville,United States,0.4,1,28540,-299.2614,6,945.036,Consumer,Standard Class,North Carolina,Tables
Office Supplies,Jacksonville,United States,0.7,1,28540,-10.4874,7,14.301,Consumer,Standard Class,North Carolina,Binders
Furniture,Jacksonville,United States,0.2,1,28540,-51.294,3,410.352,Consumer,Standard Class,North Carolina,Furnishings
Furniture,Plano,United States,0.3,1,75023,-97.4988,4,974.988,Consumer,Standard Class,Texas,Tables
Furniture,New York City,United States,0.1,1,10024,-6.549,5,589.41,Consumer,First Class,New York,Chairs
Furniture,Houston,United States,0.6,1,77095,-77.625,5,103.5,Home Office,Second Class,Texas,Furnishings
Furniture,Philadelphia,United States,0.5,1,19140,-53.2856,4,61.96,Corporate,First Class,Pennsylvania,Bookcases
Office Supplies,Pembroke Pines,United States,0.7,1,33024,-3.4914,3,4.554,Consumer,Standard Class,Florida,Binders
Technology,Pembroke Pines,United States,0.2,1,33024,-2.5749,1,205.992,Consumer,Standard Class,Florida,Accessories
Furniture,Pembroke Pines,United States,0.2,1,33024,0,2,241.568,Consumer,Standard Class,Florida,Bookcases
Technology,Pembroke Pines,United States,0.2,1,33024,-4.14,2,110.4,Consumer,Standard Class,Florida,Accessories
Furniture,New York City,United States,0.4,1,10011,-115.4304,2,384.768,Corporate,Standard Class,New York,Tables
Office Supplies,Jacksonville,United States,0.7,1,28540,-9.8463,3,12.843,Consumer,Standard Class,North Carolina,Binders
Technology,Houston,United States,0.2,1,77095,-2.7,2,24,Consumer,Second Class,Texas,Accessories
Technology,Houston,United States,0.2,1,77095,-3.272,2,26.176,Consumer,Second Class,Texas,Accessories
Technology,Medina,United States,0.4,1,44256,-107.9928,6,539.964,Consumer,Standard Class,Ohio,Phones
Technology,Medina,United States,0.4,1,44256,-10.0464,7,50.232,Consumer,Standard Class,Ohio,Phones
Office Supplies,Medina,United States,0.7,1,44256,-13.4694,3,19.242,Consumer,Standard Class,Ohio,Binders
Furniture,Philadelphia,United States,0.2,1,19143,-24.9624,4,332.832,Corporate,Second Class,Pennsylvania,Furnishings
Furniture,San Francisco,United States,0.2,1,94122,0,3,218.352,Consumer,Standard Class,California,Chairs
Technology,Philadelphia,United States,0.4,1,19120,-12.9987,1,59.994,Home Office,Standard Class,Pennsylvania,Phones
Office Supplies,Philadelphia,United States,0.7,1,19120,-4.7625,5,5.715,Home Office,Standard Class,Pennsylvania,Binders
Office Supplies,Philadelphia,United States,0.7,1,19120,-7.85,5,9.42,Home Office,Standard Class,Pennsylvania,Binders
Office Supplies,El Paso,United States,0.8,1,79907,-6.8634,3,4.428,Home Office,Standard Class,Texas,Binders
Furniture,Buffalo,United States,0.2,1,14215,-50.098,10,4007.84,Consumer,Standard Class,New York,Bookcases
Furniture,Knoxville,United States,0.4,1,37918,-147.8655,3,328.59,Corporate,First Class,Tennessee,Tables
Office Supplies,Knoxville,United States,0.2,1,37918,-24.588,3,98.352,Corporate,First Class,Tennessee,Storage
